epochs,train_losses,test_losses
0,388118612.49871856,6.100426167269069
1,56343689.32238031,5.290931001140765
2,25147112.40024247,5.154241113129109
3,10772512.446035242,4.747962561689884
4,8952915.31287632,4.541156387825484
5,4421987.01538224,4.651495961299094
6,2951946.936155637,4.560128293567923
7,2315787.97245246,4.584434063619193
8,2454663.9241635036,4.695152511981376
9,1697537.3378034767,4.519764021611012
10,917877.7434891524,4.506593668391043
11,2056351.0700423701,4.599904235338498
12,731486.7885577679,4.516059798393919
13,486230.2868213603,4.601170790218733
14,566653.3356144683,4.6626650226061885
15,1746775.3841991713,4.47237896221213
16,324048.7456089962,4.512655646752908
17,1106508.5191828052,4.474822832069075
18,419136.06366931036,4.693779870605965
19,518443.28178222704,4.520472349093653
20,754847.3467618466,4.478195061680553
21,644695.6481469306,4.619959092248782
22,564511.9036002529,4.514003202988098
23,724951.2319780763,4.629986543196242
24,457052.1210329525,4.472078488256223
25,962228.7777874378,4.516799200023237
26,890872.2800846538,4.598130670707569
27,504501.9002380017,4.565485463641879
28,395974.527032614,4.537714827114991
29,1092963.9769240653,4.479000911824333
