epochs,train_losses,test_losses
0,0.22501895831208302,0.539250744672743
1,0.1796804342852759,0.5055094503045625
2,0.176061312644394,0.505211874794169
3,0.17461027693374248,0.5065750272807629
4,0.17372216177872815,0.5028947629204181
5,0.17297949294863232,0.49856859222587707
6,0.17268178082406327,0.49312732961554767
7,0.17226496638661093,0.4934475572371374
8,0.17198327499536933,0.5037886018131023
9,0.17178625063140554,0.5035886529132617
10,0.17162986797757482,0.4968537876919329
11,0.17144770480246418,0.4916507630047274
12,0.1712877649678161,0.4958271864915561
13,0.1711063510280832,0.4918170066219533
14,0.17086049119494104,0.5013201747843408
