epochs,train_losses,test_losses
0,0.225111419931248,0.5185819904216327
1,0.17840031389130076,0.49763783048559646
2,0.17432111472851206,0.4927517496189981
3,0.1729427761772118,0.4900785384235556
4,0.17236859981205724,0.4876832476512286
5,0.1720563619226101,0.4889818276184755
6,0.1718794164407172,0.48784132822427023
7,0.1718030043804343,0.4897148076907799
8,0.17174629805877406,0.4889984057759339
9,0.17169892934569694,0.4897399064039517
10,0.17167484832754287,0.4877970873262484
11,0.1716764036398781,0.48744735482379686
12,0.1716692076393669,0.4879984713329769
13,0.17164659351425546,0.4874558349902861
14,0.17165635772068816,0.48839659169655614
15,0.1716377952038544,0.48871330652209016
16,0.171649301195579,0.4890993146556651
17,0.17163321676875526,0.4884404427212558
18,0.1716379044588386,0.48766317872467485
19,0.17164331119660248,0.48700331802017593
20,0.17164800461156265,0.4879657366714775
21,0.171644128757246,0.4882757946625885
22,0.17163592163490335,0.4873875652378693
23,0.1716404507238425,0.48750448347146275
24,0.17163411127833592,0.4871248680426846
25,0.17165034040251217,0.48878131643005523
26,0.1716423501650195,0.48745304049418664
27,0.17164773723897062,0.4879434447864006
28,0.17166503125325416,0.48831645990240163
29,0.17165310892337665,0.48825730312622906
