epochs,train_losses,test_losses
0,0.93569695520401,1.1959230784446961
1,0.394290687084198,1.2177691017427752
2,0.34106763601303103,0.8462733799411405
3,0.3099262776374817,0.7020326506706976
4,0.30155468463897706,0.6112886311546448
5,0.29577331566810605,0.5933609133766543
6,0.29257316863536836,0.5433570992562079
7,0.28921695971488953,0.5173716679696114
8,0.28937954938411714,0.5102416478818462
9,0.2861211519241333,0.4936665238872651
10,0.28585381984710695,0.4952790189173914
11,0.28563443171978,0.48356764643423017
12,0.28303534734249114,0.4741859907104123
13,0.2810806283950806,0.5053286225565018
14,0.2809829715490341,0.4979298201299483
15,0.2830429383516312,0.489717016297002
16,0.28000278103351595,0.5059160426739724
17,0.27826948976516724,0.47926364887145256
18,0.27702444183826447,0.5126143222854983
19,0.27729946208000184,0.48613322742523685
20,0.2783199781179428,0.4958812546345495
21,0.2748424458503723,0.5139756683380373
22,0.27493483543395997,0.5293454970082929
23,0.2786071150302887,0.5175885346628004
