epochs,train_losses,test_losses
0,1.736554423438006,0.9601575010150147
1,0.576748959998865,0.33337260827315496
2,0.251293103163971,0.1992006340320419
3,0.18418840917703502,0.1719414662901814
4,0.16799016875471184,0.16233997143412382
5,0.1595691827876601,0.15457788333005926
6,0.15286691491258808,0.1496620968289591
7,0.14945607788366355,0.14727613004621315
8,0.14751577628176554,0.1456918965688214
9,0.1461249508979205,0.1447110817359885
10,0.14507237481342347,0.14358019907810352
11,0.1442605939541659,0.14291136645182978
12,0.14361095867224558,0.14241451315130982
13,0.14309623355691842,0.1418754990777957
14,0.14267198713805354,0.14148213477076924
15,0.14232305028986625,0.1412204004528465
16,0.14202150611040862,0.1409087227287817
