epochs,train_losses,test_losses
0,1.4131467441717784,1.7282683849334717
1,1.3883654673894246,1.7404305934906006
2,1.3709938526153564,1.7076487143834431
3,1.3525239825248718,1.5457884073257446
4,1.3296929101149242,1.595733404159546
5,1.319433202346166,1.60097336769104
6,1.2901342709859211,1.5447094043095906
7,1.2831073701381683,1.532625714937846
8,1.26105930407842,1.6974589427312214
9,1.2550845245520275,1.4335535367329915
10,1.2439505557219188,1.405193567276001
11,1.2197649975617726,1.4880194664001465
12,1.2059583961963654,1.4987194140752156
13,1.185646653175354,1.4860070943832397
14,1.176882301767667,1.494994322458903
