epochs,train_losses,test_losses
0,0.7571977162361145,1.2885390039413207
1,0.41474932742118836,1.2271152119482718
2,0.39556241178512574,1.1460855026398935
3,0.3808829894065857,1.073879143884105
4,0.36774804973602293,0.9730482966669144
5,0.3453572001457214,0.6981506068860331
6,0.32442464208602906,0.6004588200199988
7,0.31250020921230315,0.5381090881363038
8,0.30302149879932405,0.5144775846312123
9,0.29708823347091673,0.4824959405006901
10,0.2939247114658356,0.4813572879760496
11,0.2913557881116867,0.47635345016756364
12,0.2893229579925537,0.4768645609578779
13,0.28629467713832857,0.4749557000975455
14,0.2847288295030594,0.48397574597789395
15,0.28223428189754485,0.4663402053617662
16,0.2831002206802368,0.4549402565725388
17,0.28282772040367127,0.4533365926434917
18,0.27842664563655856,0.45886067228932537
19,0.27866913080215455,0.4620290696620941
20,0.27780758202075956,0.445096573522014
21,0.2765744400024414,0.43888204713021556
22,0.27604478561878204,0.43071482258458293
23,0.2749345428943634,0.4466519548046973
24,0.27426467967033386,0.43425432039845374
25,0.2737276573181152,0.43005259286972786
26,0.27219283616542816,0.42033745973340925
27,0.27035332012176516,0.4312586197929998
28,0.2720575578212738,0.42594701243985084
29,0.2689017238616943,0.43075509705851156
