epochs,train_losses,test_losses
0,1.91170166015625,1.6419961913939445
1,1.4500215148925781,1.426594118918142
2,1.2760134754180907,1.3185064907996886
3,1.185970012664795,1.2344367196482997
4,1.1184103684425355,1.178215238355821
5,1.065284034729004,1.1190025748745087
6,1.0360292515754699,1.0870097721776655
7,0.9923232913017273,1.0428608252156166
8,0.9661127996444702,1.01381500305668
9,0.9484347596168518,0.9951758269340761
10,0.9242878732681274,0.9744091418481642
11,0.9032724514007568,0.9518443576751217
12,0.8898998885154724,0.9376072306786815
13,0.8750784351825714,0.9229268027890113
14,0.8655737147331238,0.9128666097118009
15,0.8563079342842103,0.8924435953940114
16,0.8456554207801819,0.8829429687992219
17,0.8375878429412842,0.8812704951532425
18,0.8266915626525879,0.8734624962652883
19,0.8193559703826905,0.8626961438886581
20,0.8138769121170044,0.8551815305986712
21,0.806016860961914,0.8428715890453707
22,0.8025283489227295,0.8415253008565595
23,0.7949116339683533,0.8318682120692346
24,0.7900732469558716,0.8305912998414808
25,0.7868857326507568,0.8240198416094626
26,0.7773988194465637,0.8198061277789455
27,0.7750301780700684,0.8090061103144
28,0.7700826292037963,0.8024931376980197
29,0.7755561637878418,0.8026085553630706
