epochs,train_losses,test_losses
0,0.23225313549947355,0.3605706128270578
1,0.1275261858333976,0.32597539525917774
2,0.11902092524217024,0.31754725605307577
3,0.11490622482207412,0.3159982207229406
4,0.11279603625873738,0.3106010883619976
5,0.11104389116841822,0.30985138717997596
6,0.10993412985401585,0.3108817938189268
7,0.10908268391540688,0.312560686205375
8,0.10863748982139101,0.3146221713055708
9,0.10797248509207773,0.30767921265760023
10,0.10682116896180689,0.307151827871528
11,0.10652384624277801,0.306934670777234
12,0.10630865322175104,0.30659595472167356
13,0.10596428603714328,0.30815620095061264
14,0.10553764779164311,0.30839366883175207
15,0.10560116243276627,0.30627644671855536
