epochs,train_losses,test_losses
0,0.21951523671022427,0.4893498071502693
1,0.1718510213582525,0.4862865095954478
2,0.16979861346836322,0.4826969853375124
3,0.16894708555397772,0.48130513554125076
4,0.16833244220740856,0.48096210522626853
5,0.16785822483961196,0.4818567976248908
6,0.1675376081069666,0.4793372717707205
7,0.16723135640879846,0.47976204291441726
8,0.1669790504152463,0.48491814195450517
9,0.16676224024436773,0.4798629195680848
10,0.16658866675128275,0.4776113599286734
11,0.16644168743547402,0.47790647667960523
12,0.1662673142422948,0.480639424662196
13,0.1661371322010602,0.4807670317885933
14,0.16600161616944345,0.47856117060763076
15,0.16586744944185078,0.47679776620306435
16,0.1657515521341221,0.4777196790191673
17,0.16565378611481996,0.4831945391428804
18,0.1655389848362143,0.4848144671012615
19,0.16543100661341836,0.4773318842392737
20,0.16534584379774955,0.47699934224765955
