epochs,train_losses,test_losses
0,0.6018678639684955,1.144262276093165
1,0.4023390894214953,0.7982650438944499
2,0.3663154681844096,0.6482968429724375
3,0.35047234907265634,0.5752231458822886
4,0.34007384988569445,0.5253662645816803
5,0.333251193886803,0.5085171083609263
6,0.32648506484204726,0.4926985949277878
7,0.3206749072959346,0.47077432374159495
8,0.31501442266087376,0.46202967365582787
9,0.30988492780635435,0.4513578812281291
10,0.3076582177271766,0.4509652704000473
11,0.3058524438210072,0.4495059669017792
12,0.30192506313323975,0.439427791039149
13,0.3005936196254146,0.435654878616333
14,0.2969963197265902,0.4329358706871668
15,0.29540991350527734,0.4319374720255534
16,0.2940281531022441,0.4252719263235728
17,0.29109551937830064,0.42212423086166384
18,0.2910500609826657,0.4187280426422755
