epochs,train_losses,test_losses
0,3.118787131001872,1.3819924592971802
1,2.5376203213968584,1.4174365401268005
2,2.4698474695605617,1.5931089520454407
3,2.373601402005842,1.1032641530036926
4,2.1315759910691168,1.0188337862491608
5,1.860587740136731,1.0373886823654175
6,1.6797924080202657,1.0546241700649261
7,1.56867921448523,1.1122060418128967
8,1.490316894746596,0.9341798424720764
9,1.4395541846752167,0.9750213921070099
10,1.393993237326222,1.123030811548233
11,1.3586900777393771,1.0475064516067505
12,1.3319183813948785,0.808669239282608
13,1.3077200670396127,0.8905661404132843
14,1.2933718389080417,0.8662326335906982
15,1.2708281057496225,1.2351636290550232
16,1.2524952441453934,0.8832337856292725
17,1.2475862051210096,0.8972651958465576
18,1.23191011528815,1.1099875569343567
19,1.2332722371624363,1.1513482928276062
20,1.221174827987148,0.8829779028892517
21,1.2112026901975754,1.0486766695976257
22,1.2032149833056234,1.2072228789329529
23,1.1860183515856344,0.9019556045532227
24,1.176101720621509,1.028530865907669
25,1.170077264789612,1.2506115436553955
26,1.1501133110254043,1.0424693822860718
27,1.1460364792616136,1.4553589224815369
28,1.144757196787865,1.1276259422302246
29,1.1287792637463538,1.223405659198761
