epochs,train_losses,test_losses
0,0.5036098267282209,1.1019038299719492
1,0.39834259162026064,0.8093000908692678
2,0.37190440417297427,0.6454579482475916
3,0.35122993924925405,0.5716209868590038
4,0.3391348991182543,0.5274638166030248
5,0.3233827815180825,0.5189239670832951
6,0.31489527297596775,0.5232802093029022
7,0.30977862736871165,0.5062319725751877
8,0.3063931110645494,0.5067488571008046
9,0.3027283977116308,0.49626312057177224
10,0.30070088695614566,0.49870912432670594
11,0.2976708155005209,0.4904516418774923
12,0.2953989627140184,0.47011374235153197
13,0.29402552184558683,0.46771839559078215
14,0.29241593975213265,0.4604889233907064
15,0.28964452133063345,0.4576150526603063
16,0.2874997782130395,0.4587443540493647
17,0.2858857149558683,0.4490614046653112
18,0.28414538803119815,0.4475846310456594
19,0.28251045665914015,0.4458039810260137
20,0.2810006278657144,0.44454071621100105
21,0.28016503455658115,0.4424610992272695
22,0.2776230650563394,0.4423589646816254
23,0.27702869943553404,0.4368616551160812
24,0.2745966996637083,0.43837981621424355
25,0.2732677146071388,0.4406433939933777
26,0.27181403350926214,0.43604706426461537
27,0.270492015706916,0.44820099472999575
28,0.2699044421315193,0.4337051828702291
29,0.2669253796339035,0.42466036876042684
