epochs,train_losses,test_losses
0,0.31925847765899473,0.30750647087891897
1,0.3193556548606965,0.3073167820771535
2,0.31958446339253455,0.3069620331128438
3,0.31967190076266566,0.3075510362784068
4,0.31921947098547415,0.30886110067367556
5,0.3193619159921523,0.30682351092497506
6,0.31999103773024773,0.30704603691895804
7,0.3198068832918521,0.3071100706855456
8,0.3196948346111082,0.3091269721587499
9,0.31968607777549374,0.30785289108753205
10,0.32054154430666276,0.30717326601346334
11,0.3196082457659706,0.30699130098025
12,0.3194527738998013,0.3070137530565262
13,0.319365217560722,0.30721985300381977
14,0.3193608322931874,0.30780193507671355
15,0.31932765149301096,0.30834213495254514
16,0.3193515426208896,0.3075349688529968
17,0.3201901868226067,0.3085650036732356
18,0.319309018311962,0.3077764600515366
19,0.3198484485187838,0.30850209097067516
20,0.3190509327236683,0.3069390287001928
21,0.31940641158050104,0.30775188008944193
22,0.31964179609091053,0.307858478029569
23,0.3194608931099215,0.3078663503130277
24,0.31945779583146494,0.30798928141593934
25,0.31950370751080975,0.3067787304520607
26,0.3188679761463596,0.30765908857186636
27,0.3193979890596482,0.3079260721802711
28,0.31978839455593017,0.30750761528809867
29,0.32019500001784296,0.3082311858733495
