epochs,train_losses,test_losses
0,0.9591019520759583,1.724440251627276
1,0.5716296501159668,1.2825866476182015
2,0.3852229721546173,1.1317337289933236
3,0.3551719474792481,1.015238623465261
4,0.3394375052452087,0.8661181695999638
5,0.3239714492559433,0.7418143806918975
6,0.3106598986387253,0.6368599139874981
7,0.2998370580673218,0.5735817791954163
8,0.2935218660831451,0.525419085256515
9,0.2892359972000122,0.49777099105619615
10,0.2855375702381134,0.47600089734600437
11,0.28285287141799925,0.4718259082686517
12,0.28063290572166444,0.46426877763963514
13,0.27957620632648467,0.4601908451126468
14,0.27731849932670594,0.4483915730830162
15,0.27696147894859313,0.44269162320321603
16,0.2750674893856049,0.44754345282431574
17,0.2743075119256973,0.4460383951663971
18,0.2749718825817108,0.4356601603569523
19,0.27481536638736725,0.4427035027934659
20,0.2723402262926102,0.435074488001485
21,0.2710996787548065,0.4357816240479869
22,0.2715255545377731,0.43190538402526607
23,0.26978184580802916,0.42977761164788275
24,0.27232095098495485,0.4276847570173202
25,0.2682922458052635,0.43141076833971087
26,0.26970160150527955,0.4288340191687307
27,0.2705991073846817,0.4282383197738278
28,0.2680252501964569,0.43087790762224504
29,0.2680058298110962,0.4277824134595932
