epochs,train_losses,test_losses
0,0.6559374442100525,1.1789110322152414
1,0.3577100851535797,0.8062255651720108
2,0.32659779155254365,0.6094903244126227
3,0.31094211649894715,0.5228832892833217
4,0.3020780067443848,0.484530548895559
5,0.29941151237487795,0.47381144281356563
6,0.29076513803005216,0.45221232694964253
7,0.2858336787223816,0.43737922080101505
8,0.2835973331928253,0.4253510030046586
9,0.27981326401233675,0.4239649724575781
10,0.27745478439331056,0.41251884448912834
11,0.2749467792510986,0.407421104369625
12,0.27328262877464293,0.4065541567340974
13,0.2725676194429398,0.4009246095534294
14,0.27008677196502684,0.4048638795652697
15,0.26845259582996367,0.3979457511055854
16,0.2658621639311314,0.397933489853336
17,0.2663785356283188,0.39461059627994416
18,0.26448183047771456,0.39301739681151604
19,0.26468058478832246,0.3964306269922564
20,0.26268960791826246,0.3876723993209101
21,0.2631802238225937,0.3922146241511068
22,0.2620739426612854,0.38675813136562226
23,0.26093363761901855,0.3857365289042073
24,0.2597570641040802,0.38933303567671007
25,0.25898979377746584,0.38619019716016706
26,0.25859734582901,0.3821491589469294
27,0.2587101619243622,0.38236131687318126
28,0.2574299360513687,0.3862098849588825
29,0.2571732174158096,0.3802111716039719
