epochs,train_losses,test_losses
0,1.9686780190467834,1.4123645559433968
1,1.1714415516853331,1.1205391768486268
2,0.9957987842559815,0.985837253832048
3,0.9149393281936645,0.957451456977475
4,0.8824355416297912,0.9266417968657709
5,0.8609685907363892,0.9156816101843311
6,0.8383071718215942,0.9020275031366656
7,0.8366913475990295,0.8969162202650501
8,0.8162261157035827,0.878492159228171
9,0.8020206189155579,0.8654434777075245
10,0.794119441986084,0.8570428875184828
11,0.7844578833580017,0.8591934923202761
12,0.7786834087371827,0.8569003689673639
13,0.7727993535995483,0.8500544851826083
14,0.7663052625656128,0.8406547077240483
15,0.7612288537025451,0.8374399369762789
16,0.7575674023628235,0.8453602983105567
17,0.7507717509269715,0.8317422693775546
18,0.7458777084350586,0.8285747554994398
19,0.7440480871200561,0.829569689689144
20,0.7404957942962647,0.8295164262094805
21,0.737561484336853,0.8262707321874557
22,0.7380434098243713,0.8194173766720679
23,0.727420413017273,0.8330369803213304
24,0.7236178638935089,0.8299623593207328
25,0.7245810875892639,0.8265496473158559
26,0.7252140669822693,0.8227502396029811
27,0.7182027988433838,0.8156366886631135
28,0.7113790106773377,0.8239995433438209
29,0.7061709144115448,0.8263931793551291
