epochs,train_losses,test_losses
0,1.0847672766090293,0.6588804910884093
1,0.4882045919118024,0.35019438068589065
2,0.2962216630980382,0.257393759609277
3,0.24408987416081718,0.2320127024199564
4,0.2284632032663212,0.22254253376127453
5,0.22151267990135456,0.21739878982945393
6,0.21741272977607237,0.21411505948434656
7,0.21470513825941645,0.21197294056531898
8,0.21282863004827507,0.21037601298551398
9,0.21148000674039882,0.2093768478622666
10,0.2104813802706183,0.20840420647631547
11,0.2097164068198972,0.2077971276383006
12,0.2091117981753434,0.20718175012838863
13,0.20862789485160027,0.2068475956895868
14,0.2082252262272886,0.20653921548488005
15,0.20788659954839855,0.20608685566530494
16,0.20759369140622982,0.20579038429508445
17,0.2073472662572552,0.20561695168195954
18,0.20712539988946202,0.20539708811215324
19,0.20692336359458188,0.2051932738200751
