epochs,train_losses,test_losses
0,1.4322847868165662,1.4984598437945047
1,1.4312972532164665,1.5009676098823548
2,1.4318246649157615,1.498972976207733
3,1.432758759106359,1.5010619640350342
4,1.4340878052096213,1.4982447067896525
5,1.4328019513237862,1.4935785452524821
6,1.433025784069492,1.495717136065165
7,1.4321115728347533,1.4966995517412822
8,1.4317010391143061,1.4919225772221882
9,1.4330832448697859,1.4980889598528544
10,1.433609042436846,1.4983802676200866
11,1.4303715897183265,1.4948644836743672
12,1.4330024940352286,1.5031182885169982
13,1.4330032112136963,1.4970352172851562
14,1.4295153036232917,1.5036742091178894
15,1.4345161770620654,1.4975801785786946
16,1.4331069713638676,1.4936419208844502
17,1.4362188904516158,1.4909451206525166
18,1.4321642854521353,1.4978074034055073
19,1.4314608093230956,1.498615268866221
