epochs,train_losses,test_losses
0,0.20023603849573499,0.15450289385440524
1,0.14836242572491093,0.14294779156719467
2,0.14180667139408007,0.1390775209783577
3,0.13985204673993293,0.13760054794248622
4,0.139025072678657,0.13687307250649028
5,0.13864891773008572,0.13652063594014907
6,0.13840623345243017,0.13668281625212209
7,0.13832619386466394,0.13628259238653084
8,0.13826295489138726,0.13666001559224855
9,0.13822452211782832,0.136833920730696
10,0.13822899189115384,0.13667189749896952
11,0.1382216959167696,0.1368263794561253
12,0.13821129974101415,0.13624415960873035
13,0.1382251433857275,0.1362074437462128
14,0.13819758531442985,0.13629119678914897
15,0.13819001011596477,0.13671793581199243
16,0.13820142503803573,0.13634571604910575
17,0.13821402832528815,0.13622166814068035
18,0.13819463018487918,0.13624101327265636
19,0.13820085782441385,0.13628366578639367
20,0.13821636636365173,0.13638031561710498
21,0.13817223874644832,0.13636941583215142
22,0.138163673733867,0.13631682832063058
23,0.138222435535348,0.13619033838140554
24,0.13817364705705903,0.1367535799300624
25,0.1381981529346343,0.1370810351844104
26,0.13819138343078155,0.1365443595534187
27,0.13818864748499943,0.13629950397080157
