epochs,train_losses,test_losses
0,0.669598777689843,0.3407737409165529
1,0.2687366864115247,0.22251088382441295
2,0.2056494458884626,0.19096011121034312
3,0.18431763087061095,0.17730818607969154
4,0.17430918168771517,0.17017846038354312
5,0.1687904314033034,0.16607850562340262
6,0.16537230706230413,0.16325598433904437
7,0.16272810725339215,0.16074216284913886
8,0.16000578601314955,0.15819163288635302
9,0.15726777081856264,0.1553440542809268
10,0.15486231999395145,0.15324715131310013
11,0.15290379336058058,0.151561159558197
12,0.15134966078764597,0.15016029771993855
13,0.15009205112199528,0.1490821685758268
14,0.14908529195318398,0.14824530448866294
