epochs,train_losses,test_losses
0,0.8677276459432417,0.8527404149373372
1,0.8691959957922658,0.8539878189563751
2,0.8680841196929255,0.8518388529618581
3,0.8688089299586511,0.8530899306138356
4,0.868421473330067,0.8517346600691478
5,0.8688084204350749,0.852408238252004
6,0.8675323522860005,0.8540684878826141
7,0.868029058940949,0.8524915556112925
8,0.8700062387412594,0.853296701113383
9,0.8689963606096083,0.853189633289973
10,0.8686947245751658,0.8524378379185994
11,0.8690440351924589,0.8520024240016937
12,0.8695386378995834,0.85353764295578
13,0.8691503045059019,0.8528376777966817
14,0.8680656268712013,0.8542092780272166
15,0.8696353781607843,0.8509380340576171
16,0.86757566611613,0.8530294140179951
