epochs,train_losses,test_losses
0,0.2401216706053809,0.49551830197900787
1,0.17500447012997908,0.4867128111087586
2,0.1716853483636405,0.4834312536379852
3,0.169915375662707,0.4823554518087855
4,0.16906979906196398,0.4879565306429593
5,0.1685529008747679,0.48456407937044904
6,0.16817512675736854,0.48045205393237733
7,0.1678625883870239,0.492389900252349
8,0.16763040361224288,0.48164460200649156
9,0.16739876478760174,0.4852474156570807
10,0.16720806546606215,0.4799429667639748
11,0.16699265250081782,0.48350257239872246
12,0.1668531339562261,0.47882931356160147
13,0.16673137323667883,0.48081028692196465
14,0.16661098214786163,0.48216687029417876
15,0.1664950585267861,0.4811284711357829
16,0.16637694176041662,0.49488235062876534
17,0.16628480174626595,0.48045300615244896
