epochs,train_losses,test_losses
0,0.8255515365600586,1.368327752236397
1,0.4400998203754425,1.1693154554213248
2,0.35363132452964785,0.8894605328959804
3,0.32418258881568907,0.6179535744651672
4,0.3053823421001434,0.5219872267015518
5,0.29797058868408205,0.49276532761512265
6,0.29374226260185243,0.4737188854525166
7,0.28943716144561765,0.4558282850250121
8,0.288032252073288,0.449340206961478
9,0.28324131000041963,0.4434133998809322
10,0.2797731218934059,0.43236719408342916
11,0.2786517403125763,0.42620115030196404
12,0.27747392308712004,0.4257912453143827
13,0.2752428867816925,0.41495388746261597
14,0.2733288118839264,0.41900398846595516
15,0.27282470095157624,0.417838575378541
16,0.271950642824173,0.4098716051347794
17,0.2726807941198349,0.4113943499903525
18,0.2696077039241791,0.41436953698435136
19,0.26914322793483736,0.40860788860628683
20,0.2672581381201744,0.41061683527884946
21,0.26636222189664843,0.40189560382596906
22,0.2686082847118378,0.4083555927199702
23,0.26597992193698883,0.401852201069555
24,0.2650612127780914,0.4076921834099677
25,0.2646346926689148,0.40139612555503845
26,0.26358124494552615,0.40188815132264166
27,0.26242516076564787,0.40383064170037547
28,0.2619736317396164,0.3966442481164009
29,0.2623863631486893,0.3999875062896359
