epochs,train_losses,test_losses
0,2.059509909629822,1.7167901146796443
1,1.5087234554290772,1.3423710946113832
2,1.1829070806503297,1.1903086612301488
3,1.05673779296875,1.100654544368867
4,0.9747742519378663,1.0314399330846724
5,0.9235192337036133,0.9977002682224396
6,0.8805906100273132,0.9530438492375035
7,0.8549516477584839,0.9309292839419457
8,0.8250981721878051,0.9034583472436474
9,0.805608934879303,0.8777552708502738
10,0.7929194388389588,0.873947262763977
11,0.7798420782089234,0.8578808999830677
12,0.7640230536460877,0.8359372365859247
13,0.7524602284431458,0.8313790925087468
14,0.745549807548523,0.8295562690304171
15,0.7392151784896851,0.81182845177189
16,0.7308056979179383,0.8162087182844838
17,0.7217167358398437,0.8050605943126063
18,0.7181717338562011,0.8012041776410995
19,0.7117007713317871,0.7902210162531945
20,0.7082460017204285,0.7913837702043595
21,0.7077224411964417,0.7799438622690016
22,0.6970469970703125,0.779125577019107
23,0.6973962035179139,0.7867922840579864
24,0.6926030716896057,0.7718375767430952
25,0.6902304739952088,0.7710347598598849
26,0.6923206806182861,0.779869148808141
27,0.6848728013038635,0.7742296514972564
28,0.6844008135795593,0.7708723871938644
29,0.67845232629776,0.7728892814728522
