epochs,train_losses,test_losses
0,0.29061995466071905,0.5373660771778519
1,0.18115892347551896,0.5087096594375842
2,0.17578472635268233,0.4997277305780794
3,0.17405128007828607,0.49668155966366584
4,0.17327310874326204,0.4947133978311319
5,0.17287144153248626,0.4934615613232205
6,0.17266851543250725,0.49398494662599435
7,0.1725460301076408,0.4935685680644731
8,0.1724862786617055,0.49286449576013647
9,0.1724366510811667,0.4930611819358483
10,0.1724054529758809,0.4941095077689003
11,0.17239754570183927,0.4930176631188191
12,0.1723786885235107,0.4938117832856746
13,0.17238302982703735,0.49391742032227304
14,0.17237418507411834,0.4927415372918935
15,0.17236788241736828,0.4922922949513291
16,0.17236646118033955,0.4926981244020518
17,0.17235846685157166,0.4925747260344672
18,0.17235526073149604,0.49322685079676964
19,0.17235907406055972,0.49325965933390226
20,0.17236996888047934,0.49315129093481647
21,0.17236413217222993,0.4929447254152676
22,0.17237030712811297,0.49303453526639596
23,0.17236630724489727,0.4934052453656901
24,0.17236123612743154,0.4924301428886381
25,0.17237042418754403,0.4929908062431358
26,0.172370936856081,0.4931852727178327
27,0.17236177306488962,0.4941422030688418
28,0.1723581622842464,0.4933338595545749
29,0.17235963383935532,0.4928181949729026
