epochs,train_losses,test_losses
0,2.111754246711731,1.6385246553728658
1,1.4457312240600586,1.3522702840066725
2,1.2133996381759644,1.23162761042195
3,1.1169897832870483,1.1584363945068852
4,1.0563362402915955,1.1064430686735338
5,1.0075457029342652,1.062463141256763
6,0.9715322823524475,1.0310774310942619
7,0.9461862463951111,1.0001348237837515
8,0.9223230199813843,0.9756478994123398
9,0.9002547478675842,0.9517418088451508
10,0.8846202974319458,0.9378884261654269
11,0.8702088508605957,0.9216882163478483
12,0.8558203897476196,0.9159960208400604
13,0.8477397451400757,0.8947167223499667
14,0.8376864886283875,0.893143355846405
15,0.8249275579452514,0.877146593986019
16,0.8148115463256836,0.8672031971716112
17,0.8083066539764404,0.8542497311868975
18,0.8001995935440064,0.8554034656093966
19,0.7962377381324768,0.8409164259510655
20,0.7881963777542115,0.8359529376029968
21,0.7854588112831116,0.8353679737737102
22,0.7789193263053894,0.8274293349635217
23,0.7742995085716248,0.8228067871062986
24,0.7676757245063782,0.8191324395518149
25,0.7703525156974792,0.8116666693841258
26,0.7589161620140076,0.8080508035998191
27,0.7559584555625916,0.8064823650544689
28,0.7536888880729675,0.7972297956866603
29,0.7519840044975281,0.7939470775665776
