epochs,train_losses,test_losses
0,1.548374345779419,1.1796829623560752
1,0.9652308502197265,0.8936139383623677
2,0.8539921202659607,0.8547742059153896
3,0.8218026647567749,0.8298719025427296
4,0.7970446751117707,0.8228167199319408
5,0.786578616142273,0.7977826268442215
6,0.7722724437713623,0.7966353893280029
7,0.7693609428405762,0.8002094261107906
8,0.7598195581436157,0.8278374248935331
9,0.7517529013156891,0.78142249584198
10,0.7516209125518799,0.784871676275807
11,0.749606794834137,0.7668348819978775
12,0.7419406814575196,0.7662289700200481
13,0.7406700701713562,0.7656805765244269
14,0.7374314684867859,0.7646379970735119
15,0.7331041662693024,0.7563462257385254
16,0.7325286021232605,0.7736979934477037
17,0.7324443740844726,0.7573491142642114
