epochs,train_losses,test_losses
0,0.3305991107177428,0.1959208930583844
1,0.20831919125436998,0.1863177015786056
2,0.20077099580930943,0.1861293092176134
3,0.19737882981477967,0.18192902509372733
4,0.19563519639110286,0.1808013617750027
5,0.1946108356644154,0.18015523586439172
6,0.19295278115460993,0.18017551806078536
7,0.19263084376898576,0.18548147636783843
8,0.1916293457753971,0.18298250151266118
9,0.1912640363993529,0.18273675770886005
10,0.19114534714287687,0.18259530877070373
11,0.18979420604532077,0.17953465441720548
12,0.18997658538058274,0.17880255787614577
13,0.18921450961553282,0.18227839449065494
14,0.18874233755208528,0.17951181029238014
15,0.1890223063480063,0.18103582019358389
16,0.1883534583358231,0.1785285606708865
17,0.18825677143277755,0.1772414733672111
